what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545588243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545602355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545604608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545605262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545610907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545620826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545621906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545626452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545629824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545633133
